Georeference
POINT (-73.32901606 40.7599309)
POINT (-76.231859408 42.096557734)
POINT (-73.830051866 41.291524945)
POINT (-73.284552495 40.842579189)
POINT (-73.955486796 40.690346184)
POINT (-73.858823252 40.865713996)
POINT (-75.247475363 43.088069676)
POINT (-73.121283414 40.791544756)
POINT (-73.656280597 40.588204772)
POINT (-73.864832322 40.871259212)
POINT (-73.872836453 40.878631389)
POINT (-73.828313124 40.754958503)
POINT (-73.924682128 40.841954234)
POINT (-73.762101 42.649287)
POINT (-74.012186599 41.063278514)
POINT (-73.948736514 40.797872758)
POINT (-73.9926754 40.7482307)
POINT (-73.9926754 40.7482307)
POINT (-73.9926754 40.7482307)
POINT (-73.819525202 40.687909397)
POINT (-73.815231069 40.682090093)
POINT (-73.863157031 40.845684139)
POINT (-73.50278939 40.781678934)
POINT (-73.935993171 40.84400428)
POINT (-73.910251006 41.777927122)
POINT (-74.004957962 40.726273032)
POINT (-73.980010652 40.739433752)
POINT (-73.103506571 40.826437865)
POINT (-75.251536524 42.992430041)
POINT (-73.956058358 40.598436059)
POINT (-73.958722546 40.651107855)
POINT (-73.9774131 40.752368369)
POINT (-75.217445627 43.098072681)
POINT (-75.612463325 43.07688038)
POINT (-73.381925483 44.307480307)
POINT (-73.998789293 40.734579508)
POINT (-73.835518041 40.787378867)
POINT (-75.894071802 42.094815072)
POINT (-73.827736114 40.754566105)
POINT (-74.007115212 40.641489076)
POINT (-73.807979801 42.677827819)
POINT (-74.168832383 40.559651233)
POINT (-76.296555203 42.490861925)
POINT (-74.038098498 41.434534547)
POINT (-73.903659812 40.81244499)
POINT (-74.146961064 40.63137237)
POINT (-74.067118379 40.617185473)
POINT (-73.862480611 40.747044562)
POINT (-73.112118342 40.866377368)
POINT (-73.882777474 40.6737172)
POINT (-73.959124626 40.680199303)
POINT (-73.901966165 41.696019206)
POINT (-73.988090555 40.666816756)
POINT (-72.93935429 40.882458901)
POINT (-73.929434332 40.833118284)
POINT (-74.757481792 41.856244733)
POINT (-76.145063037 43.457416866)
POINT (-74.917152103 42.277372252)
POINT (-73.890044752 40.74624057)
POINT (-73.892223543 40.82082354)
POINT (-72.980511446 40.873615952)
POINT (-73.852272711 40.710797608)
POINT (-73.93425334 41.713295692)
POINT (-73.29491412 40.83858165)
POINT (-73.266162408 40.846398505)
