Georeference
POINT (-76.35062215873904 41.709433313997785)
POINT (-77.10670347994497 41.595740287685246)
POINT (-75.90508869400061 44.59909067330277)
POINT (-78.94604325171042 42.980023645186336)
POINT (-76.61281126457504 40.699273602153966)
POINT (-78.28766980980551 41.93127414671061)
POINT (-79.21489920887285 42.119270380095685)
POINT (-74.08965557148403 42.83967034956667)
POINT (-76.83762970824723 42.7135818767102)
POINT (-72.75715130370598 44.16366809680191)
POINT (-73.51197115812657 42.143339536770895)
POINT (-79.25154660152128 42.900539257786214)
POINT (-74.42552059930198 43.755873126705076)
POINT (-75.36198463546255 40.557715018510265)
POINT (-79.67174225368305 42.169561458151875)
POINT (-74.26637685119836 44.800292847264366)
POINT (-72.47607961333539 42.061437608880745)
POINT (-74.2681761877906 44.086336878524406)
POINT (-72.73310049842013 44.09485994906881)
POINT (-73.38894931517018 40.72495759747231)
POINT (-78.1466933157838 41.94357707214525)
POINT (-76.80099065254095 42.511344122847134)
POINT (-74.50576902138471 41.660686067386564)
POINT (-74.80874101832929 43.8047161448447)
POINT (-74.28230651215779 44.53344934218272)
POINT (-75.22687412816805 42.83252877514062)
POINT (-77.73982228121781 41.36659222109691)
POINT (-76.57894866029015 43.68842128426738)
POINT (-74.833877064254 44.092185704293406)
POINT (-79.64348722304989 44.461638234984946)
POINT (-73.8698630493094 43.397690454052785)
POINT (-73.34642967610499 40.62689465882889)
POINT (-76.57963560458917 44.947708197683575)
POINT (-78.49149651587493 41.383676510445724)
POINT (-77.0656075154419 43.58064479941811)
POINT (-74.66884740311058 42.69667297934473)
POINT (-72.62471587726539 43.242129801762474)
POINT (-72.23937287278356 44.77235302660444)
POINT (-76.54906820296587 43.864669396675865)
POINT (-76.51394558706724 40.66633394511053)
POINT (-76.3230881961812 42.283995140821396)
POINT (-73.5345480084096 42.43130607590745)
POINT (-73.98590389587689 40.67399194622948)
POINT (-75.16419668223479 42.700110492529376)
POINT (-79.02915655693005 44.75866999683151)
POINT (-77.79208998378078 42.214449160994235)
POINT (-77.41779938570929 44.8616093529892)
POINT (-77.43563420873662 44.060480662380044)
POINT (-79.31785019926926 40.791972849821)
POINT (-75.39493857389444 42.816334582295944)
POINT (-74.592366873273 43.367542683667246)
POINT (-76.87578401946597 44.277331682239954)
POINT (-74.79896564035016 41.23969499286467)
POINT (-73.4280952284344 41.88800533410129)
POINT (-72.75901068302328 41.62641144148642)
POINT (-72.1714412286878 43.666419017093155)
POINT (-72.60531135817826 44.59689281585043)
POINT (-75.1452132087171 44.051196622639836)
POINT (-74.99715044936305 43.31465424142544)
POINT (-78.02848175350388 41.86844561734278)
POINT (-75.64256222219257 41.811727265524034)
POINT (-72.17187731990676 40.67811409636746)
POINT (-78.67058514956884 43.933163048786426)
POINT (-76.48442134239254 44.035803304824206)
POINT (-73.93645384436121 44.93717880904495)
POINT (-79.1129593130863 44.66977926386403)
POINT (-73.36889991495408 41.43536948374305)
POINT (-79.75247392762756 41.27486574974297)
POINT (-74.02362776090526 42.6248225011653)
POINT (-76.30000244192696 44.38842359200292)
POINT (-78.69078001282948 42.05207898413905)
POINT (-76.13142964567248 43.24390512307581)
POINT (-78.94923664742517 43.697912300298924)
POINT (-75.5013277358414 44.488964945199506)
POINT (-73.18907193246513 40.72685327025331)
POINT (-75.12052133307013 44.24340505278063)
POINT (-72.40584888232782 44.13256349991322)
POINT (-77.1943995964522 44.9640064621317)
POINT (-79.21347514287986 42.68859561477101)
POINT (-72.65683901781823 41.53778313228835)
POINT (-75.83583470982741 43.397795755861445)
POINT (-73.36953360681191 43.43254336002583)
POINT (-75.31617536937989 40.72560034072767)
POINT (-78.60155126290961 44.742803674385144)
POINT (-77.04406400514901 43.467753684652564)
POINT (-78.29353996126282 42.42065310907372)
POINT (-73.67213261119711 43.60180578528664)
POINT (-78.14026663061193 43.723954062380415)
POINT (-73.52095436975891 41.964193265386115)
POINT (-72.03573017619135 43.53432060642173)
POINT (-78.37289360658556 43.35016886681087)
POINT (-76.8609892456613 44.12594674789622)
POINT (-72.31735998283006 41.28999412842717)
POINT (-73.60963482455402 43.52565614889686)
POINT (-76.232048004516 43.60052154543725)
POINT (-77.70656351404863 43.444485740200214)
POINT (-72.2355709875657 44.28321898429769)
POINT (-73.51598839630408 41.734189603882164)
POINT (-76.44898109689453 40.90555429305777)
POINT (-76.35650511924435 41.68251734253777)
POINT (-79.7194584329786 41.54090096550406)
POINT (-74.9672797767546 44.34639034327957)
POINT (-73.98801930956402 42.45391812779574)
POINT (-78.82427480080823 41.9099104444238)
POINT (-75.9694759301324 43.23523885095389)
POINT (-77.0390396103761 42.84168143073697)
POINT (-75.28075936241063 41.32452966259389)
POINT (-73.83404049441876 42.88857566314954)
POINT (-76.4378226498872 40.868344283100036)
POINT (-75.81560021766623 41.870145532260075)
POINT (-78.41631129189659 43.76063669572231)
POINT (-72.5755842694496 41.54211648934355)
POINT (-72.69628189866928 41.36260417336809)
POINT (-78.35184607574804 42.03298446868577)
POINT (-79.68436047806219 43.02184658445863)
POINT (-77.13004358427581 40.83255895175488)
POINT (-78.54037464516361 44.81989769478678)
POINT (-76.64587960399327 42.799412390193524)
POINT (-77.62453449559386 44.48321134001059)
POINT (-74.30832471538854 44.780472342174285)
POINT (-77.02862217806067 43.928348180110255)
POINT (-78.25464955677536 40.7745966993501)
POINT (-73.28060226878797 44.69092792175111)
POINT (-79.0443487338167 42.751567283670745)
POINT (-73.49014483315673 44.351447725091475)
POINT (-74.18014684286308 41.90025941394106)
POINT (-78.2472997272141 42.43210784061068)
